"energy","valence","Count"
0.488,0.394,2
0.488,0.897,2
0.489,0.417,2
0.489,0.662,2
0.489,0.961,2
0.49,0.677,2
0.491,0.269,2
0.492,0.593,2
0.492,0.797,2
0.492,0.97,2
0.493,0.431,2
0.493,0.778,2
0.494,0.427,2
0.496,0.253,2
0.496,0.448,2
0.496,0.473,2
0.496,0.919,2
0.497,0.355,2
0.497,0.511,2
0.498,0.169,2
0.499,0.339,2
0.499,0.937,2
0.499,0.944,2
0.5,0.195,2
0.5,0.242,2
0.5,0.389,2
0.5,0.432,2
0.5,0.605,2
0.501,0.168,2
0.503,0.276,2
0.503,0.95,2
0.504,0.881,2
0.505,0.258,2
0.505,0.419,2
0.506,0.502,2
0.506,0.684,2
0.508,0.609,2
0.509,0.464,2
0.51,0.525,2
0.51,0.8,2
0.511,0.566,2
0.512,0.64,2
0.514,0.269,2
0.514,0.652,2
0.515,0.21,2
0.515,0.279,2
0.515,0.865,2
0.519,0.385,2
0.52,0.084,2
0.52,0.655,2
0.52,0.735,2
0.521,0.147,2
0.523,0.729,2
0.523,0.749,2
0.524,0.462,2
0.524,0.575,2
0.525,0.312,2
0.526,0.585,2
0.526,0.591,2
0.527,0.557,2
0.527,0.628,2
0.528,0.731,2
0.529,0.219,2
0.529,0.795,2
0.53,0.327,2
0.53,0.399,2
0.53,0.473,2
0.531,0.49,2
0.532,0.195,2
0.532,0.343,2
0.536,0.524,2
0.538,0.204,2
0.538,0.451,2
0.538,0.622,2
0.539,0.243,2
0.539,0.425,2
0.539,0.784,2
0.539,0.87,2
0.54,0.507,2
0.54,0.967,2
0.541,0.255,2
0.541,0.331,2
0.542,0.396,2
0.542,0.562,2
0.543,0.52,2
0.543,0.587,2
0.543,0.599,2
0.544,0.182,2
0.544,0.637,2
0.544,0.941,2
0.545,0.344,2
0.546,0.113,2
0.546,0.574,2
0.546,0.759,2
0.546,0.968,2
0.547,0.361,2
0.548,0.224,2
0.548,0.23,2
0.548,0.711,2
0.55,0.104,2
0.55,0.429,2
0.55,0.842,2
0.553,0.56,2
0.553,0.607,2
0.554,0.372,2
0.554,0.403,2
0.555,0.465,2
0.555,0.664,2
0.556,0.629,2
0.556,0.947,2
0.557,0.324,2
0.559,0.494,2
0.559,0.586,2
0.559,0.768,2
0.56,0.325,2
0.56,0.68,2
0.561,0.601,2
0.562,0.888,2
0.563,0.141,2
0.565,0.176,2
0.567,0.23,2
0.568,0.197,2
0.568,0.587,2
0.568,0.931,2
0.568,0.969,2
0.569,0.46,2
0.569,0.574,2
0.57,0.371,2
0.57,0.525,2
0.57,0.719,2
0.572,0.315,2
0.572,0.375,2
0.574,0.189,2
0.574,0.335,2
0.575,0.1,2
0.575,0.499,2
0.575,0.574,2
0.576,0.156,2
0.576,0.247,2
0.576,0.464,2
0.576,0.739,2
0.577,0.431,2
0.577,0.868,2
0.578,0.283,2
0.578,0.758,2
0.579,0.365,2
0.58,0.325,2
0.581,0.818,2
0.583,0.739,2
0.584,0.466,2
0.585,0.2,2
0.585,0.433,2
0.585,0.495,2
0.585,0.575,2
0.585,0.887,2
0.586,0.564,2
0.586,0.644,2
0.586,0.646,2
0.586,0.773,2
0.587,0.413,2
0.588,0.813,2
0.589,0.849,2
0.59,0.326,2
0.59,0.738,2
0.59,0.751,2
0.59,0.803,2
0.591,0.624,2
0.591,0.806,2
0.591,0.935,2
0.592,0.308,2
0.592,0.311,2
0.593,0.626,2
0.594,0.264,2
0.594,0.522,2
0.594,0.541,2
0.596,0.962,2
0.597,0.294,2
0.597,0.55,2
0.598,0.614,2
0.598,0.965,2
0.602,0.357,2
0.602,0.533,2
0.602,0.849,2
0.603,0.456,2
0.603,0.824,2
0.604,0.383,2
0.605,0.14,2
0.605,0.76,2
0.605,0.903,2
0.605,0.923,2
0.605,0.968,2
0.606,0.275,2
0.606,0.886,2
0.607,0.603,2
0.608,0.55,2
0.609,0.371,2
0.61,0.0985,2
0.61,0.416,2
0.61,0.501,2
0.61,0.611,2
0.612,0.552,2
0.612,0.859,2
0.615,0.121,2
0.615,0.227,2
0.615,0.582,2
0.615,0.659,2
0.615,0.961,2
0.616,0.273,2
0.617,0.132,2
0.617,0.574,2
0.617,0.637,2
0.618,0.58,2
0.62,0.729,2
0.622,0.304,2
0.622,0.362,2
0.622,0.77,2
0.623,0.2,2
0.623,0.608,2
0.626,0.353,2
0.626,0.881,2
0.627,0.144,2
0.627,0.379,2
0.627,0.774,2
0.628,0.197,2
0.628,0.445,2
0.628,0.45,2
0.629,0.312,2
0.629,0.361,2
0.629,0.467,2
0.63,0.0914,2
0.63,0.196,2
0.63,0.582,2
0.63,0.756,2
0.631,0.441,2
0.632,0.386,2
0.633,0.773,2
0.633,0.846,2
0.634,0.342,2
0.634,0.789,2
0.634,0.814,2
0.634,0.893,2
0.635,0.33,2
0.635,0.929,2
0.636,0.248,2
0.636,0.523,2
0.636,0.685,2
0.636,0.727,2
0.637,0.339,2
0.637,0.587,2
0.638,0.539,2
0.639,0.256,2
0.639,0.337,2
0.639,0.799,2
0.639,0.903,2
0.64,0.62,2
0.641,0.129,2
0.641,0.198,2
0.641,0.964,2
0.642,0.96,2
0.643,0.596,2
0.643,0.644,2
0.644,0.394,2
0.645,0.862,2
0.645,0.989,2
0.646,0.195,2
0.646,0.359,2
0.646,0.383,2
0.646,0.748,2
0.647,0.464,2
0.648,0.215,2
0.648,0.904,2
0.649,0.144,2
0.649,0.381,2
0.649,0.409,2
0.649,0.446,2
0.649,0.532,2
0.649,0.803,2
0.649,0.812,2
0.649,0.963,2
0.65,0.268,2
0.65,0.329,2
0.651,0.338,2
0.651,0.655,2
0.651,0.72,2
0.652,0.556,2
0.653,0.321,2
0.653,0.684,2
0.655,0.685,2
0.656,0.433,2
0.656,0.535,2
0.656,0.547,2
0.656,0.788,2
0.656,0.968,2
0.657,0.222,2
0.657,0.417,2
0.658,0.253,2
0.658,0.418,2
0.658,0.855,2
0.658,0.865,2
0.659,0.255,2
0.659,0.372,2
0.66,0.109,2
0.66,0.476,2
0.66,0.613,2
0.66,0.623,2
0.66,0.92,2
0.661,0.384,2
0.661,0.513,2
0.662,0.391,2
0.662,0.463,2
0.662,0.904,2
0.663,0.408,2
0.664,0.561,2
0.665,0.39,2
0.665,0.417,2
0.667,0.13,2
0.667,0.269,2
0.667,0.386,2
0.669,0.72,2
0.669,0.889,2
0.67,0.145,2
0.67,0.548,2
0.67,0.649,2
0.671,0.618,2
0.671,0.933,2
0.672,0.331,2
0.672,0.655,2
0.673,0.777,2
0.673,0.897,2
0.674,0.901,2
0.675,0.381,2
0.675,0.514,2
0.675,0.628,2
0.675,0.678,2
0.677,0.419,2
0.677,0.454,2
0.678,0.404,2
0.678,0.554,2
0.678,0.68,2
0.679,0.384,2
0.679,0.694,2
0.68,0.384,2
0.68,0.422,2
0.68,0.468,2
0.681,0.0674,2
0.681,0.617,2
0.681,0.67,2
0.681,0.76,2
0.682,0.152,2
0.682,0.618,2
0.682,0.694,2
0.682,0.768,2
0.683,0.759,2
0.683,0.817,2
0.684,0.404,2
0.684,0.571,2
0.684,0.581,2
0.684,0.922,2
0.685,0.146,2
0.685,0.681,2
0.686,0.218,2
0.686,0.428,2
0.686,0.508,2
0.687,0.226,2
0.687,0.528,2
0.689,0.525,2
0.689,0.58,2
0.69,0.117,2
0.69,0.438,2
0.69,0.648,2
0.692,0.22,2
0.692,0.65,2
0.693,0.372,2
0.693,0.379,2
0.693,0.464,2
0.693,0.653,2
0.695,0.48,2
0.698,0.419,2
0.698,0.648,2
0.698,0.847,2
0.699,0.541,2
0.699,0.547,2
0.699,0.683,2
0.702,0.428,2
0.703,0.258,2
0.703,0.962,2
0.704,0.666,2
0.705,0.781,2
0.706,0.666,2
0.707,0.24,2
0.707,0.447,2
0.707,0.952,2
0.708,0.691,2
0.709,0.633,2
0.71,0.49,2
0.71,0.722,2
0.711,0.523,2
0.712,0.614,2
0.712,0.971,2
0.713,0.45,2
0.713,0.75,2
0.713,0.805,2
0.714,0.599,2
0.714,0.787,2
0.716,0.465,2
0.717,0.848,2
0.717,0.905,2
0.719,0.565,2
0.719,0.803,2
0.72,0.654,2
0.72,0.705,2
0.72,0.794,2
0.721,0.803,2
0.722,0.708,2
0.722,0.869,2
0.723,0.19,2
0.723,0.372,2
0.724,0.371,2
0.724,0.768,2
0.724,0.874,2
0.725,0.178,2
0.726,0.673,2
0.726,0.86,2
0.727,0.837,2
0.727,0.943,2
0.729,0.323,2
0.73,0.786,2
0.731,0.543,2
0.732,0.322,2
0.733,0.447,2
0.734,0.46,2
0.734,0.564,2
0.735,0.723,2
0.735,0.876,2
0.736,0.632,2
0.736,0.944,2
0.737,0.298,2
0.737,0.465,2
0.738,0.33,2
0.738,0.81,2
0.739,0.367,2
0.739,0.672,2
0.739,0.742,2
0.739,0.928,2
0.742,0.145,2
0.742,0.425,2
0.744,0.094,2
0.744,0.447,2
0.744,0.568,2
0.745,0.594,2
0.746,0.943,2
0.747,0.437,2
0.748,0.448,2
0.748,0.95,2
0.75,0.57,2
0.751,0.981,2
0.753,0.536,2
0.753,0.547,2
0.754,0.528,2
0.754,0.608,2
0.756,0.561,2
0.756,0.76,2
0.757,0.329,2
0.758,0.109,2
0.758,0.4,2
0.759,0.556,2
0.759,0.702,2
0.76,0.318,2
0.76,0.647,2
0.76,0.878,2
0.762,0.553,2
0.762,0.859,2
0.763,0.575,2
0.764,0.885,2
0.764,0.916,2
0.765,0.362,2
0.765,0.382,2
0.765,0.658,2
0.766,0.397,2
0.766,0.433,2
0.767,0.289,2
0.767,0.328,2
0.767,0.433,2
0.768,0.928,2
0.769,0.293,2
0.769,0.511,2
0.769,0.672,2
0.769,0.778,2
0.769,0.846,2
0.77,0.825,2
0.771,0.242,2
0.771,0.961,2
0.772,0.454,2
0.772,0.639,2
0.772,0.73,2
0.773,0.239,2
0.773,0.517,2
0.773,0.742,2
0.775,0.533,2
0.775,0.927,2
0.776,0.682,2
0.777,0.484,2
0.777,0.669,2
0.777,0.716,2
0.778,0.33,2
0.778,0.561,2
0.778,0.659,2
0.78,0.683,2
0.781,0.201,2
0.781,0.661,2
0.782,0.416,2
0.782,0.471,2
0.782,0.565,2
0.782,0.974,2
0.783,0.624,2
0.784,0.847,2
0.785,0.331,2
0.785,0.943,2
0.786,0.642,2
0.786,0.645,2
0.788,0.69,2
0.789,0.576,2
0.789,0.645,2
0.79,0.904,2
0.791,0.569,2
0.791,0.887,2
0.791,0.95,2
0.792,0.322,2
0.792,0.69,2
0.792,0.967,2
0.795,0.372,2
0.795,0.813,2
0.796,0.481,2
0.798,0.745,2
0.798,0.845,2
0.799,0.501,2
0.799,0.632,2
0.802,0.466,2
0.803,0.714,2
0.804,0.349,2
0.805,0.776,2
0.805,0.812,2
0.806,0.232,2
0.806,0.635,2
0.808,0.38,2
0.809,0.499,2
0.809,0.693,2
0.809,0.862,2
0.809,0.961,2
0.81,0.39,2
0.811,0.7,2
0.811,0.796,2
0.812,0.766,2
0.813,0.576,2
0.814,0.344,2
0.814,0.455,2
0.814,0.545,2
0.814,0.834,2
0.815,0.769,2
0.818,0.338,2
0.819,0.735,2
0.82,0.972,2
0.821,0.298,2
0.821,0.608,2
0.821,0.77,2
0.823,0.463,2
0.823,0.543,2
0.823,0.643,2
0.824,0.429,2
0.824,0.777,2
0.824,0.899,2
0.825,0.74,2
0.826,0.674,2
0.827,0.223,2
0.827,0.41,2
0.828,0.134,2
0.828,0.517,2
0.829,0.599,2
0.83,0.216,2
0.831,0.649,2
0.831,0.84,2
0.832,0.275,2
0.832,0.289,2
0.832,0.606,2
0.832,0.639,2
0.832,0.981,2
0.833,0.599,2
0.834,0.731,2
0.835,0.686,2
0.835,0.719,2
0.836,0.609,2
0.837,0.433,2
0.837,0.782,2
0.838,0.924,2
0.839,0.9,2
0.84,0.464,2
0.84,0.553,2
0.841,0.475,2
0.841,0.714,2
0.841,0.765,2
0.841,0.766,2
0.842,0.786,2
0.842,0.977,2
0.843,0.188,2
0.844,0.515,2
0.845,0.452,2
0.845,0.688,2
0.846,0.815,2
0.847,0.167,2
0.847,0.639,2
0.847,0.842,2
0.848,0.584,2
0.848,0.642,2
0.848,0.748,2
0.849,0.19,2
0.849,0.512,2
0.849,0.976,2
0.85,0.732,2
0.851,0.686,2
0.851,0.973,2
0.852,0.836,2
0.854,0.564,2
0.854,0.827,2
0.856,0.686,2
0.856,0.743,2
0.856,0.895,2
0.857,0.951,2
0.859,0.585,2
0.859,0.66,2
0.859,0.827,2
0.859,0.97,2
0.86,0.547,2
0.861,0.311,2
0.861,0.731,2
0.862,0.361,2
0.863,0.968,2
0.864,0.952,2
0.865,0.601,2
0.866,0.549,2
0.867,0.706,2
0.867,0.766,2
0.87,0.646,2
0.872,0.427,2
0.873,0.824,2
0.875,0.57,2
0.875,0.626,2
0.875,0.662,2
0.875,0.931,2
0.877,0.917,2
0.878,0.562,2
0.878,0.588,2
0.878,0.927,2
0.879,0.849,2
0.88,0.368,2
0.88,0.409,2
0.88,0.455,2
0.88,0.704,2
0.88,0.915,2
0.881,0.959,2
0.882,0.612,2
0.882,0.817,2
0.883,0.223,2
0.883,0.965,2
0.884,0.418,2
0.884,0.487,2
0.884,0.522,2
0.886,0.966,2
0.887,0.346,2
0.888,0.594,2
0.888,0.868,2
0.889,0.666,2
0.89,0.387,2
0.891,0.834,2
0.891,0.934,2
0.891,0.947,2
0.892,0.608,2
0.892,0.686,2
0.893,0.892,2
0.894,0.939,2
0.896,0.36,2
0.899,0.789,2
0.9,0.43,2
0.9,0.807,2
0.901,0.548,2
0.902,0.919,2
0.902,0.966,2
0.904,0.675,2
0.904,0.897,2
0.904,0.976,2
0.906,0.546,2
0.907,0.757,2
0.908,0.454,2
0.908,0.486,2
0.908,0.644,2
0.909,0.633,2
0.912,0.434,2
0.913,0.844,2
0.917,0.381,2
0.919,0.838,2
0.92,0.513,2
0.92,0.862,2
0.92,0.935,2
0.92,0.963,2
0.925,0.649,2
0.925,0.684,2
0.926,0.24,2
0.926,0.698,2
0.927,0.513,2
0.927,0.971,2
0.928,0.6,2
0.928,0.944,2
0.932,0.778,2
0.932,0.869,2
0.935,0.403,2
0.937,0.649,2
0.938,0.827,2
0.938,0.875,2
0.94,0.241,2
0.944,0.332,2
0.944,0.943,2
0.945,0.871,2
0.946,0.811,2
0.946,0.966,2
0.947,0.861,2
0.95,0.541,2
0.95,0.766,2
0.952,0.584,2
0.962,0.485,2
0.963,0.0802,2
0.963,0.502,2
0.963,0.695,2
0.964,0.662,2
0.969,0.352,2
0.973,0.772,2
0.991,0.781,2
0.993,0.527,2
0.998,0.124,2
0.00189,0.00001,1
0.0228,0.4,1
0.0364,0.0884,1
0.0403,0.322,1
0.0404,0.126,1
0.0533,0.172,1
0.0655,0.197,1
0.0691,0.0805,1
0.0789,0.315,1
0.0833,0.18,1
0.084,0.111,1
0.0852,0.214,1
0.091,0.18,1
0.0916,0.54,1
0.0941,0.238,1
0.103,0.341,1
0.104,0.042,1
0.104,0.148,1
0.107,0.559,1
0.116,0.317,1
0.118,0.14,1
0.12,0.167,1
0.125,0.0365,1
0.125,0.275,1
0.127,0.579,1
0.13,0.319,1
0.135,0.847,1
0.136,0.356,1
0.14,0.0392,1
0.145,0.391,1
0.146,0.413,1
0.149,0.422,1
0.15,0.202,1
0.151,0.23,1
0.153,0.462,1
0.159,0.385,1
0.159,0.587,1
0.162,0.506,1
0.172,0.159,1
0.173,0.35,1
0.174,0.274,1
0.177,0.113,1
0.18,0.224,1
0.18,0.308,1
0.181,0.54,1
0.182,0.354,1
0.186,0.0271,1
0.187,0.213,1
0.187,0.363,1
0.188,0.308,1
0.189,0.144,1
0.2,0.505,1
0.215,0.384,1
0.216,0.441,1
0.218,0.369,1
0.22,0.194,1
0.222,0.222,1
0.226,0.426,1
0.226,0.554,1
0.226,0.569,1
0.228,0.216,1
0.229,0.393,1
0.23,0.464,1
0.23,0.597,1
0.231,0.216,1
0.235,0.195,1
0.235,0.384,1
0.238,0.19,1
0.239,0.347,1
0.24,0.0602,1
0.241,0.243,1
0.241,0.962,1
0.242,0.166,1
0.242,0.332,1
0.242,0.859,1
0.243,0.53,1
0.243,0.599,1
0.246,0.412,1
0.247,0.203,1
0.247,0.345,1
0.249,0.144,1
0.249,0.163,1
0.251,0.366,1
0.254,0.399,1
0.256,0.296,1
0.257,0.497,1
0.259,0.936,1
0.26,0.321,1
0.26,0.392,1
0.261,0.139,1
0.261,0.246,1
0.261,0.716,1
0.263,0.3,1
0.264,0.182,1
0.264,0.286,1
0.264,0.328,1
0.264,0.331,1
0.266,0.297,1
0.267,0.176,1
0.268,0.135,1
0.268,0.944,1
0.269,0.095,1
0.274,0.081,1
0.282,0.473,1
0.283,0.139,1
0.284,0.206,1
0.284,0.647,1
0.286,0.961,1
0.287,0.194,1
0.289,0.407,1
0.289,0.767,1
0.289,0.964,1
0.29,0.0299,1
0.29,0.619,1
0.291,0.1,1
0.292,0.324,1
0.293,0.383,1
0.294,0.137,1
0.294,0.268,1
0.294,0.382,1
0.295,0.953,1
0.296,0.858,1
0.297,0.231,1
0.297,0.926,1
0.299,0.972,1
0.302,0.271,1
0.303,0.34,1
0.304,0.514,1
0.306,0.357,1
0.307,0.0744,1
0.307,0.362,1
0.307,0.643,1
0.308,0.381,1
0.309,0.125,1
0.309,0.318,1
0.309,0.548,1
0.31,0.247,1
0.311,0.605,1
0.312,0.171,1
0.314,0.176,1
0.314,0.852,1
0.316,0.451,1
0.317,0.52,1
0.317,0.647,1
0.317,0.964,1
0.318,0.214,1
0.318,0.465,1
0.318,0.498,1
0.319,0.188,1
0.32,0.284,1
0.32,0.332,1
0.32,0.358,1
0.32,0.483,1
0.32,0.719,1
0.322,0.0665,1
0.323,0.32,1
0.325,0.0383,1
0.325,0.509,1
0.326,0.187,1
0.328,0.162,1
0.329,0.577,1
0.33,0.419,1
0.331,0.452,1
0.332,0.498,1
0.334,0.212,1
0.334,0.592,1
0.336,0.336,1
0.336,0.451,1
0.336,0.71,1
0.337,0.324,1
0.337,0.706,1
0.338,0.297,1
0.339,0.146,1
0.34,0.553,1
0.341,0.474,1
0.343,0.64,1
0.343,0.925,1
0.344,0.477,1
0.345,0.512,1
0.346,0.221,1
0.348,0.248,1
0.348,0.357,1
0.35,0.364,1
0.351,0.255,1
0.351,0.774,1
0.352,0.514,1
0.353,0.231,1
0.353,0.302,1
0.353,0.55,1
0.354,0.389,1
0.355,0.503,1
0.356,0.733,1
0.357,0.162,1
0.357,0.327,1
0.357,0.355,1
0.358,0.0904,1
0.358,0.135,1
0.358,0.204,1
0.358,0.351,1
0.359,0.193,1
0.359,0.408,1
0.359,0.438,1
0.36,0.593,1
0.361,0.174,1
0.362,0.115,1
0.362,0.248,1
0.363,0.138,1
0.364,0.205,1
0.364,0.364,1
0.366,0.329,1
0.366,0.966,1
0.367,0.0678,1
0.367,0.401,1
0.367,0.539,1
0.368,0.464,1
0.37,0.292,1
0.371,0.568,1
0.371,0.921,1
0.372,0.338,1
0.372,0.373,1
0.372,0.474,1
0.373,0.346,1
0.374,0.498,1
0.374,0.917,1
0.376,0.873,1
0.377,0.241,1
0.378,0.282,1
0.378,0.493,1
0.378,0.548,1
0.379,0.334,1
0.379,0.41,1
0.379,0.665,1
0.383,0.0712,1
0.383,0.168,1
0.383,0.56,1
0.383,0.659,1
0.385,0.245,1
0.385,0.323,1
0.385,0.668,1
0.386,0.197,1
0.386,0.55,1
0.387,0.381,1
0.387,0.485,1
0.387,0.661,1
0.387,0.762,1
0.388,0.256,1
0.388,0.29,1
0.388,0.341,1
0.388,0.501,1
0.388,0.551,1
0.389,0.381,1
0.391,0.391,1
0.392,0.184,1
0.392,0.897,1
0.393,0.267,1
0.394,0.377,1
0.394,0.429,1
0.394,0.631,1
0.395,0.307,1
0.396,0.488,1
0.397,0.255,1
0.398,0.497,1
0.398,0.966,1
0.399,0.199,1
0.399,0.244,1
0.399,0.861,1
0.401,0.239,1
0.401,0.426,1
0.402,0.313,1
0.402,0.314,1
0.402,0.441,1
0.402,0.97,1
0.403,0.176,1
0.403,0.275,1
0.403,0.36,1
0.403,0.661,1
0.404,0.0662,1
0.404,0.876,1
0.405,0.123,1
0.405,0.948,1
0.407,0.241,1
0.407,0.568,1
0.41,0.597,1
0.41,0.712,1
0.411,0.234,1
0.411,0.29,1
0.411,0.328,1
0.411,0.503,1
0.411,0.581,1
0.411,0.91,1
0.412,0.395,1
0.412,0.485,1
0.412,0.532,1
0.412,0.727,1
0.413,0.499,1
0.413,0.777,1
0.414,0.106,1
0.415,0.0396,1
0.415,0.292,1
0.417,0.204,1
0.417,0.941,1
0.418,0.243,1
0.419,0.333,1
0.42,0.185,1
0.42,0.513,1
0.421,0.192,1
0.421,0.529,1
0.421,0.703,1
0.423,0.505,1
0.423,0.579,1
0.424,0.181,1
0.424,0.428,1
0.424,0.798,1
0.425,0.145,1
0.425,0.671,1
0.426,0.137,1
0.426,0.198,1
0.426,0.226,1
0.426,0.301,1
0.427,0.0605,1
0.427,0.117,1
0.427,0.486,1
0.427,0.586,1
0.427,0.917,1
0.429,0.556,1
0.431,0.646,1
0.432,0.349,1
0.432,0.488,1
0.433,0.632,1
0.434,0.227,1
0.434,0.478,1
0.435,0.355,1
0.436,0.311,1
0.436,0.706,1
0.437,0.0768,1
0.438,0.544,1
0.438,0.58,1
0.439,0.35,1
0.439,0.372,1
0.439,0.379,1
0.439,0.781,1
0.44,0.148,1
0.44,0.897,1
0.441,0.835,1
0.443,0.272,1
0.443,0.338,1
0.443,0.481,1
0.443,0.71,1
0.444,0.5,1
0.447,0.187,1
0.447,0.386,1
0.447,0.483,1
0.448,0.401,1
0.448,0.42,1
0.448,0.436,1
0.449,0.283,1
0.449,0.544,1
0.45,0.135,1
0.45,0.624,1
0.45,0.733,1
0.451,0.121,1
0.451,0.381,1
0.452,0.103,1
0.452,0.328,1
0.452,0.362,1
0.452,0.677,1
0.453,0.207,1
0.453,0.6,1
0.454,0.224,1
0.454,0.248,1
0.454,0.41,1
0.455,0.0606,1
0.455,0.186,1
0.455,0.265,1
0.455,0.602,1
0.455,0.699,1
0.456,0.389,1
0.456,0.465,1
0.456,0.924,1
0.457,0.451,1
0.457,0.884,1
0.458,0.212,1
0.459,0.722,1
0.459,0.892,1
0.46,0.603,1
0.46,0.805,1
0.461,0.0843,1
0.461,0.0904,1
0.461,0.843,1
0.462,0.2,1
0.463,0.0579,1
0.463,0.206,1
0.463,0.346,1
0.463,0.356,1
0.463,0.382,1
0.463,0.55,1
0.464,0.183,1
0.464,0.311,1
0.464,0.32,1
0.464,0.825,1
0.466,0.327,1
0.466,0.353,1
0.466,0.569,1
0.466,0.64,1
0.467,0.166,1
0.467,0.256,1
0.467,0.378,1
0.467,0.69,1
0.467,0.72,1
0.467,0.859,1
0.468,0.5,1
0.469,0.673,1
0.469,0.696,1
0.469,0.964,1
0.47,0.133,1
0.47,0.178,1
0.47,0.89,1
0.47,0.932,1
0.471,0.334,1
0.471,0.395,1
0.471,0.874,1
0.472,0.129,1
0.472,0.222,1
0.472,0.264,1
0.472,0.494,1
0.472,0.574,1
0.472,0.707,1
0.473,0.297,1
0.473,0.964,1
0.474,0.19,1
0.474,0.362,1
0.474,0.61,1
0.474,0.723,1
0.475,0.4,1
0.475,0.449,1
0.475,0.614,1
0.476,0.209,1
0.476,0.452,1
0.477,0.144,1
0.477,0.308,1
0.477,0.541,1
0.478,0.246,1
0.479,0.249,1
0.479,0.528,1
0.479,0.781,1
0.48,0.174,1
0.48,0.186,1
0.48,0.36,1
0.48,0.402,1
0.48,0.461,1
0.48,0.462,1
0.481,0.42,1
0.481,0.664,1
0.481,0.67,1
0.482,0.0731,1
0.482,0.6,1
0.483,0.0392,1
0.483,0.35,1
0.483,0.368,1
0.483,0.498,1
0.484,0.23,1
0.484,0.29,1
0.484,0.498,1
0.485,0.0642,1
0.485,0.604,1
0.485,0.94,1
0.486,0.293,1
0.486,0.347,1
0.486,0.384,1
0.486,0.963,1
0.487,0.404,1
0.487,0.599,1
0.487,0.91,1
0.488,0.215,1
0.488,0.952,1
0.489,0.356,1
0.489,0.679,1
0.489,0.727,1
0.489,0.84,1
0.489,0.873,1
0.49,0.132,1
0.49,0.184,1
0.49,0.409,1
0.49,0.502,1
0.491,0.298,1
0.491,0.888,1
0.492,0.35,1
0.493,0.546,1
0.493,0.556,1
0.493,0.676,1
0.494,0.185,1
0.494,0.227,1
0.494,0.531,1
0.494,0.574,1
0.495,0.255,1
0.495,0.437,1
0.495,0.536,1
0.495,0.668,1
0.496,0.749,1
0.496,0.857,1
0.497,0.61,1
0.497,0.849,1
0.498,0.18,1
0.498,0.21,1
0.498,0.34,1
0.498,0.389,1
0.498,0.465,1
0.498,0.51,1
0.498,0.646,1
0.498,0.706,1
0.498,0.853,1
0.499,0.314,1
0.499,0.626,1
0.499,0.792,1
0.5,0.596,1
0.5,0.603,1
0.5,0.757,1
0.501,0.255,1
0.501,0.405,1
0.501,0.929,1
0.502,0.283,1
0.502,0.371,1
0.502,0.885,1
0.502,0.917,1
0.503,0.292,1
0.503,0.601,1
0.503,0.753,1
0.504,0.426,1
0.504,0.551,1
0.505,0.17,1
0.505,0.359,1
0.505,0.462,1
0.505,0.473,1
0.506,0.296,1
0.506,0.401,1
0.506,0.437,1
0.506,0.451,1
0.506,0.532,1
0.506,0.588,1
0.506,0.762,1
0.506,0.835,1
0.507,0.218,1
0.507,0.226,1
0.507,0.232,1
0.507,0.238,1
0.507,0.431,1
0.507,0.45,1
0.507,0.46,1
0.507,0.492,1
0.507,0.495,1
0.508,0.179,1
0.508,0.225,1
0.508,0.43,1
0.508,0.453,1
0.509,0.181,1
0.509,0.292,1
0.509,0.397,1
0.509,0.504,1
0.509,0.716,1
0.51,0.105,1
0.51,0.454,1
0.51,0.51,1
0.51,0.646,1
0.511,0.158,1
0.511,0.247,1
0.511,0.431,1
0.511,0.72,1
0.512,0.343,1
0.512,0.472,1
0.512,0.526,1
0.512,0.627,1
0.512,0.731,1
0.512,0.925,1
0.513,0.203,1
0.513,0.229,1
0.513,0.249,1
0.513,0.387,1
0.513,0.406,1
0.513,0.436,1
0.514,0.229,1
0.514,0.307,1
0.514,0.526,1
0.515,0.123,1
0.515,0.278,1
0.515,0.396,1
0.515,0.488,1
0.515,0.85,1
0.516,0.301,1
0.516,0.497,1
0.517,0.283,1
0.517,0.334,1
0.517,0.341,1
0.518,0.212,1
0.518,0.365,1
0.518,0.447,1
0.518,0.567,1
0.518,0.688,1
0.518,0.78,1
0.519,0.288,1
0.519,0.325,1
0.519,0.78,1
0.52,0.361,1
0.52,0.737,1
0.521,0.231,1
0.521,0.251,1
0.521,0.37,1
0.521,0.377,1
0.521,0.848,1
0.521,0.898,1
0.522,0.292,1
0.522,0.383,1
0.522,0.42,1
0.522,0.669,1
0.523,0.439,1
0.523,0.672,1
0.523,0.717,1
0.523,0.768,1
0.524,0.457,1
0.524,0.559,1
0.524,0.704,1
0.525,0.271,1
0.525,0.431,1
0.525,0.535,1
0.525,0.623,1
0.525,0.651,1
0.526,0.267,1
0.526,0.37,1
0.526,0.389,1
0.526,0.482,1
0.526,0.553,1
0.526,0.59,1
0.526,0.66,1
0.526,0.661,1
0.527,0.174,1
0.527,0.369,1
0.527,0.562,1
0.527,0.601,1
0.528,0.0862,1
0.528,0.314,1
0.528,0.762,1
0.528,0.845,1
0.529,0.249,1
0.529,0.289,1
0.529,0.44,1
0.529,0.452,1
0.529,0.484,1
0.529,0.678,1
0.529,0.852,1
0.529,0.963,1
0.53,0.178,1
0.53,0.343,1
0.53,0.37,1
0.53,0.389,1
0.53,0.48,1
0.53,0.658,1
0.53,0.664,1
0.531,0.144,1
